"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"6436","San Gabriel",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6437","San Ignacio Cerro Gordo",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6438","San Juan de los Lagos",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6439","San Juanito de Escobedo",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6440","San Julián",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6441","San Marcos",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6442","San Martín de Bolaños",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6443","San Martín Hidalgo",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6444","San Miguel el Alto",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6445","San Pedro Tlaquepaque",2021,"Feminicidio",1,2,1,2,5,1,1,1,0,0,1,1,16
"6446","San Sebastián del Oeste",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6447","Santa María de los Ángeles",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6448","Santa María del Oro",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6449","Sayula",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6450","Tala",2021,"Feminicidio",0,0,1,0,0,0,0,0,0,0,0,0,1
"6451","Talpa de Allende",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,1,0,0,1
"6452","Tamazula de Gordiano",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6453","Tapalpa",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6454","Tecalitlán",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6455","Techaluta de Montenegro",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6456","Tecolotlán",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6457","Tenamaxtlán",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6458","Teocaltiche",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6459","Teocuitatlán de Corona",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6460","Tepatitlán de Morelos",2021,"Feminicidio",0,0,0,1,0,0,0,0,0,0,0,0,1
"6461","Tequila",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6462","Teuchitlán",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6463","Tizapán el Alto",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6464","Tlajomulco de Zúñiga",2021,"Feminicidio",0,1,2,3,2,2,0,2,0,0,1,1,14
"6465","Tolimán",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6466","Tomatlán",2021,"Feminicidio",0,1,1,0,0,0,0,0,0,0,0,0,2
"6467","Tonalá",2021,"Feminicidio",0,1,0,1,0,3,0,0,0,0,0,0,5
"6468","Tonaya",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6469","Tonila",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6470","Totatiche",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6471","Tototlán",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6472","Tuxcacuesco",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6473","Tuxcueca",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6474","Tuxpan",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6475","Unión de San Antonio",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6476","Unión de Tula",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6477","Valle de Guadalupe",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6478","Valle de Juárez",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6479","Villa Corona",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6480","Villa Guerrero",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6481","Villa Hidalgo",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6482","Villa Purificación",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6483","Yahualica de González Gallo",2021,"Feminicidio",0,0,0,0,1,0,0,0,0,0,0,0,1
"6484","Zacoalco de Torres",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6485","Zapopan",2021,"Feminicidio",0,1,1,1,2,1,0,1,1,0,1,0,9
"6486","Zapotiltic",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6487","Zapotitlán de Vadillo",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6488","Zapotlán del Rey",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6489","Zapotlán el Grande",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6490","Zapotlanejo",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"6491","Acatic",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6492","Acatlán de Juárez",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6493","Ahualulco de Mercado",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6494","Amacueca",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6495","Amatitán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6496","Ameca",2021,"Hostigamiento sexual",0,0,0,0,1,0,0,0,0,2,0,0,3
"6497","Arandas",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6498","Atemajac de Brizuela",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6499","Atengo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6500","Atenguillo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6501","Atotonilco el Alto",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6502","Atoyac",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6503","Autlán de Navarro",2021,"Hostigamiento sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"6504","Ayotlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6505","Ayutla",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6506","Bolaños",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6507","Cabo Corrientes",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6508","Cañadas de Obregón",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6509","Casimiro Castillo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6510","Chapala",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6511","Chimaltitán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6512","Chiquilistlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6513","Cihuatlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,1,0,0,0,0,0,1
"6514","Cocula",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6515","Colotlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6516","Concepción de Buenos Aires",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6517","Cuautitlán de García Barragán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6518","Cuautla",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6519","Cuquío",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6520","Degollado",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6521","Ejutla",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6522","El Arenal",2021,"Hostigamiento sexual",0,2,0,0,0,0,0,0,0,0,0,0,2
"6523","El Grullo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6524","El Limón",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6525","El Salto",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"6526","Encarnación de Díaz",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6527","Etzatlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6528","Gómez Farías",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6529","Guachinango",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6530","Guadalajara",2021,"Hostigamiento sexual",0,3,3,7,1,1,2,2,2,0,2,1,24
"6531","Hostotipaquillo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6532","Huejúcar",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6533","Huejuquilla el Alto",2021,"Hostigamiento sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"6534","Ixtlahuacán de los Membrillos",2021,"Hostigamiento sexual",0,0,0,0,0,0,1,0,0,0,0,0,1
"6535","Ixtlahuacán del Río",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6536","Jalostotitlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6537","Jamay",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6538","Jesús María",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6539","Jilotlán de los Dolores",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6540","Jocotepec",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6541","Juanacatlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6542","Juchitlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6543","La Barca",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6544","La Huerta",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6545","La Manzanilla de la Paz",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6546","Lagos de Moreno",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"6547","Magdalena",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6548","Mascota",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6549","Mazamitla",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6550","Mexticacán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6551","Mezquitic",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6552","Mixtlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6553","No Especificado",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6554","Ocotlán",2021,"Hostigamiento sexual",0,0,0,0,1,0,0,0,0,0,1,1,3
"6555","Ojuelos de Jalisco",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6556","Pihuamo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6557","Poncitlán",2021,"Hostigamiento sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"6558","Puerto Vallarta",2021,"Hostigamiento sexual",0,1,0,0,0,1,0,0,1,1,1,1,6
"6559","Quitupan",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6560","San Cristóbal de la Barranca",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6561","San Diego de Alejandría",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6562","San Gabriel",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6563","San Ignacio Cerro Gordo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6564","San Juan de los Lagos",2021,"Hostigamiento sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"6565","San Juanito de Escobedo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6566","San Julián",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6567","San Marcos",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6568","San Martín de Bolaños",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6569","San Martín Hidalgo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6570","San Miguel el Alto",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6571","San Pedro Tlaquepaque",2021,"Hostigamiento sexual",0,1,1,0,0,0,0,1,0,0,0,0,3
"6572","San Sebastián del Oeste",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6573","Santa María de los Ángeles",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6574","Santa María del Oro",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6575","Sayula",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"6576","Tala",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6577","Talpa de Allende",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6578","Tamazula de Gordiano",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6579","Tapalpa",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6580","Tecalitlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6581","Techaluta de Montenegro",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6582","Tecolotlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6583","Tenamaxtlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6584","Teocaltiche",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6585","Teocuitatlán de Corona",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6586","Tepatitlán de Morelos",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6587","Tequila",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6588","Teuchitlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6589","Tizapán el Alto",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6590","Tlajomulco de Zúñiga",2021,"Hostigamiento sexual",0,0,2,0,0,0,0,0,0,0,0,0,2
"6591","Tolimán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6592","Tomatlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6593","Tonalá",2021,"Hostigamiento sexual",0,0,0,0,2,0,0,0,0,0,0,0,2
"6594","Tonaya",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6595","Tonila",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6596","Totatiche",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6597","Tototlán",2021,"Hostigamiento sexual",0,2,0,0,0,0,0,0,0,1,0,0,3
"6598","Tuxcacuesco",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6599","Tuxcueca",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6600","Tuxpan",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6601","Unión de San Antonio",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6602","Unión de Tula",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6603","Valle de Guadalupe",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6604","Valle de Juárez",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6605","Villa Corona",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6606","Villa Guerrero",2021,"Hostigamiento sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"6607","Villa Hidalgo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6608","Villa Purificación",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6609","Yahualica de González Gallo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6610","Zacoalco de Torres",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6611","Zapopan",2021,"Hostigamiento sexual",0,5,2,3,1,0,0,1,2,1,0,1,16
"6612","Zapotiltic",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6613","Zapotitlán de Vadillo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6614","Zapotlán del Rey",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6615","Zapotlán el Grande",2021,"Hostigamiento sexual",0,1,0,0,0,1,1,1,0,0,1,0,5
"6616","Zapotlanejo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"6617","Acatic",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6618","Acatlán de Juárez",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6619","Ahualulco de Mercado",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6620","Amacueca",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6621","Amatitán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6622","Ameca",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6623","Arandas",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6624","Atemajac de Brizuela",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6625","Atengo",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6626","Atenguillo",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6627","Atotonilco el Alto",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6628","Atoyac",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6629","Autlán de Navarro",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6630","Ayotlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6631","Ayutla",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6632","Bolaños",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6633","Cabo Corrientes",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6634","Cañadas de Obregón",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6635","Casimiro Castillo",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6636","Chapala",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6637","Chimaltitán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6638","Chiquilistlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6639","Cihuatlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6640","Cocula",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6641","Colotlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6642","Concepción de Buenos Aires",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6643","Cuautitlán de García Barragán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6644","Cuautla",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6645","Cuquío",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6646","Degollado",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6647","Ejutla",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6648","El Arenal",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6649","El Grullo",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6650","El Limón",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6651","El Salto",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6652","Encarnación de Díaz",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6653","Etzatlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6654","Gómez Farías",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6655","Guachinango",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6656","Guadalajara",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6657","Hostotipaquillo",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6658","Huejúcar",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6659","Huejuquilla el Alto",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6660","Ixtlahuacán de los Membrillos",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6661","Ixtlahuacán del Río",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6662","Jalostotitlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6663","Jamay",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6664","Jesús María",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6665","Jilotlán de los Dolores",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6666","Jocotepec",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6667","Juanacatlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6668","Juchitlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6669","La Barca",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6670","La Huerta",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6671","La Manzanilla de la Paz",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6672","Lagos de Moreno",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6673","Magdalena",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6674","Mascota",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6675","Mazamitla",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6676","Mexticacán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6677","Mezquitic",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6678","Mixtlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6679","No Especificado",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6680","Ocotlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6681","Ojuelos de Jalisco",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6682","Pihuamo",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6683","Poncitlán",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6684","Puerto Vallarta",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6685","Quitupan",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6686","San Cristóbal de la Barranca",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6687","San Diego de Alejandría",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6688","San Gabriel",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6689","San Ignacio Cerro Gordo",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6690","San Juan de los Lagos",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6691","San Juanito de Escobedo",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6692","San Julián",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6693","San Marcos",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6694","San Martín de Bolaños",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6695","San Martín Hidalgo",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6696","San Miguel el Alto",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6697","San Pedro Tlaquepaque",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6698","San Sebastián del Oeste",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6699","Santa María de los Ángeles",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6700","Santa María del Oro",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6701","Sayula",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6702","Tala",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6703","Talpa de Allende",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"6704","Tamazula de Gordiano",2021,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
